alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
1.0,5,21,0,1000,800,3125,constant-mc,threshold,0.20824984993992232,5,1,1,hmm-mixture/5/4/5/21
1.0,5,21,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/21
1.0,5,22,0,1000,800,3125,constant-mc,threshold,0.2074993975894873,5,1,1,hmm-mixture/5/4/5/22
1.0,5,22,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/22
1.0,5,23,0,1000,800,3125,constant-mc,threshold,0.19146801299433724,5,1,1,hmm-mixture/5/4/5/23
1.0,5,23,0,1000,800,3125,constant-mc,asw-pam,,3,0,0,hmm-mixture/5/4/5/23
1.0,5,24,0,1000,800,3125,constant-mc,threshold,0.22860446189871184,5,1,1,hmm-mixture/5/4/5/24
1.0,5,24,0,1000,800,3125,constant-mc,asw-pam,,4,0,0,hmm-mixture/5/4/5/24
1.0,5,25,0,1000,800,3125,constant-mc,threshold,0.20139513400278597,5,1,1,hmm-mixture/5/4/5/25
1.0,5,25,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/25
1.0,5,26,0,1000,800,3125,constant-mc,threshold,0.2699110964743767,5,1,1,hmm-mixture/5/4/5/26
1.0,5,26,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/26
1.0,5,27,0,1000,800,3125,constant-mc,threshold,0.21540659228538026,5,1,1,hmm-mixture/5/4/5/27
1.0,5,27,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/27
1.0,5,28,0,1000,800,3125,constant-mc,threshold,0.19509997437211563,5,1,1,hmm-mixture/5/4/5/28
1.0,5,28,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/28
1.0,5,29,0,1000,800,3125,constant-mc,threshold,0.22202702538204577,5,1,1,hmm-mixture/5/4/5/29
1.0,5,29,0,1000,800,3125,constant-mc,asw-pam,,5,1,1,hmm-mixture/5/4/5/29
1.0,6,0,0,1000,800,3125,constant-mc,threshold,0.2265480081572119,6,1,1,hmm-mixture/6/4/5/0
1.0,6,0,0,1000,800,3125,constant-mc,asw-pam,,6,1,1,hmm-mixture/6/4/5/0
1.0,6,1,0,1000,800,3125,constant-mc,threshold,0.1970888124678825,6,1,1,hmm-mixture/6/4/5/1
