alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
0.1,3,6,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/6
0.1,3,7,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/7
0.1,3,7,0,1000,200,5,constant,geomean,0.1479459360712555,3,1,1,mixture/0.1/3/5/7
0.1,3,7,0,1000,200,5,constant,safeguard,0.24605337731831617,3,1,1,mixture/0.1/3/5/7
0.1,3,7,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/7
0.1,3,7,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/7
0.1,3,8,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/8
0.1,3,8,0,1000,200,5,constant,geomean,0.14444376068214237,3,1,1,mixture/0.1/3/5/8
0.1,3,8,0,1000,200,5,constant,safeguard,0.17590658115300678,3,1,1,mixture/0.1/3/5/8
0.1,3,8,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/8
0.1,3,8,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/8
0.1,3,9,0,1000,200,5,constant,stated,0.5395907397331495,1,0,0,mixture/0.1/3/5/9
0.1,3,9,0,1000,200,5,constant,geomean,0.10932520294973164,3,1,1,mixture/0.1/3/5/9
0.1,3,9,0,1000,200,5,constant,safeguard,0.13435809419355424,3,1,1,mixture/0.1/3/5/9
0.1,3,9,0,1000,200,5,constant,asw-pam,,2,0,0,mixture/0.1/3/5/9
0.1,3,9,0,1000,200,5,constant,asw-average,,2,0,0,mixture/0.1/3/5/9
0.1,3,10,0,1000,200,5,constant,stated,0.5395907397331495,2,0,0,mixture/0.1/3/5/10
0.1,3,10,0,1000,200,5,constant,geomean,0.1195491530710277,3,1,1,mixture/0.1/3/5/10
0.1,3,10,0,1000,200,5,constant,safeguard,0.21421752367406036,3,1,1,mixture/0.1/3/5/10
0.1,3,10,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/10
0.1,3,10,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/10
0.1,3,11,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/11
0.1,3,11,0,1000,200,5,constant,geomean,0.25629670306112023,3,1,1,mixture/0.1/3/5/11
0.1,3,11,0,1000,200,5,constant,safeguard,0.38526778816946883,3,1,1,mixture/0.1/3/5/11
0.1,3,11,0,1000,200,5,constant,asw-pam,,2,0,0,mixture/0.1/3/5/11
0.1,3,11,0,1000,200,5,constant,asw-average,,2,0,0,mixture/0.1/3/5/11
0.1,3,12,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/12
