alpha,K,d,mixture_id,dataset_id,n,N,cost_scheme,algorithm,ari,mixture_key
1,4,5,0,24,150,800,constant,average,0.9965885317658311,mixture/1/4/5/0
1,4,5,0,24,150,800,constant,pam,0.9864558276872117,mixture/1/4/5/0
1,4,5,0,24,200,800,constant,single,0.32371273139384876,mixture/1/4/5/0
1,4,5,0,24,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,200,800,constant,pam,0.9764774141589264,mixture/1/4/5/0
1,4,5,0,24,250,800,constant,single,0.3222974463678551,mixture/1/4/5/0
1,4,5,0,24,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,250,800,constant,pam,0.9933276814196835,mixture/1/4/5/0
1,4,5,0,24,300,800,constant,single,0.7083712327702927,mixture/1/4/5/0
1,4,5,0,24,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,300,800,constant,pam,0.9864558276872117,mixture/1/4/5/0
1,4,5,0,24,350,800,constant,single,0.7021066536828492,mixture/1/4/5/0
1,4,5,0,24,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,350,800,constant,pam,0.9699119335899826,mixture/1/4/5/0
1,4,5,0,24,400,800,constant,single,0.7021066536828492,mixture/1/4/5/0
1,4,5,0,24,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,400,800,constant,pam,0.989816361899558,mixture/1/4/5/0
1,4,5,0,24,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,24,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,450,800,constant,pam,0.9965885317658311,mixture/1/4/5/0
1,4,5,0,24,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,24,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,24,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,25,50,800,constant,single,-0.0001538285734246548,mixture/1/4/5/0
1,4,5,0,25,50,800,constant,average,0.2843075023562556,mixture/1/4/5/0
1,4,5,0,25,50,800,constant,pam,0.6773031454068255,mixture/1/4/5/0
1,4,5,0,25,100,800,constant,single,1.3898748687784823e-05,mixture/1/4/5/0
1,4,5,0,25,100,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,100,800,constant,pam,0.8534610702143433,mixture/1/4/5/0
1,4,5,0,25,150,800,constant,single,1.3898748687784823e-05,mixture/1/4/5/0
1,4,5,0,25,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,150,800,constant,pam,0.8814611562025743,mixture/1/4/5/0
1,4,5,0,25,200,800,constant,single,0.3006676035217484,mixture/1/4/5/0
1,4,5,0,25,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,200,800,constant,pam,0.9461503647828464,mixture/1/4/5/0
1,4,5,0,25,250,800,constant,single,0.3020019071345204,mixture/1/4/5/0
1,4,5,0,25,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,250,800,constant,pam,0.969333639536673,mixture/1/4/5/0
1,4,5,0,25,300,800,constant,single,0.6988698002903366,mixture/1/4/5/0
1,4,5,0,25,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,300,800,constant,pam,0.989790555626663,mixture/1/4/5/0
1,4,5,0,25,350,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,25,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,350,800,constant,pam,0.9965797990095319,mixture/1/4/5/0
1,4,5,0,25,400,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,25,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,25,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,25,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,25,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,25,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,25,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,26,50,800,constant,single,-0.00012547830729521658,mixture/1/4/5/0
1,4,5,0,26,50,800,constant,average,0.6223941062211276,mixture/1/4/5/0
1,4,5,0,26,50,800,constant,pam,0.6612322431070633,mixture/1/4/5/0
1,4,5,0,26,100,800,constant,single,-5.006891242353757e-05,mixture/1/4/5/0
1,4,5,0,26,100,800,constant,average,0.7105329475588397,mixture/1/4/5/0
1,4,5,0,26,100,800,constant,pam,0.8819721859886176,mixture/1/4/5/0
1,4,5,0,26,150,800,constant,single,-5.006891242353757e-05,mixture/1/4/5/0
1,4,5,0,26,150,800,constant,average,0.9967403770465412,mixture/1/4/5/0
1,4,5,0,26,150,800,constant,pam,0.9806897666462483,mixture/1/4/5/0
1,4,5,0,26,200,800,constant,single,0.33587358511335447,mixture/1/4/5/0
1,4,5,0,26,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,200,800,constant,pam,0.9902703824571549,mixture/1/4/5/0
1,4,5,0,26,250,800,constant,single,0.33587358511335447,mixture/1/4/5/0
1,4,5,0,26,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,250,800,constant,pam,0.9967403770465412,mixture/1/4/5/0
1,4,5,0,26,300,800,constant,single,0.7186918744637474,mixture/1/4/5/0
1,4,5,0,26,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,300,800,constant,pam,0.9967403770465412,mixture/1/4/5/0
1,4,5,0,26,350,800,constant,single,0.7245182732583577,mixture/1/4/5/0
1,4,5,0,26,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,350,800,constant,pam,0.9967068898328453,mixture/1/4/5/0
1,4,5,0,26,400,800,constant,single,0.7186918744637474,mixture/1/4/5/0
1,4,5,0,26,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,400,800,constant,pam,0.9967068898328453,mixture/1/4/5/0
1,4,5,0,26,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,26,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,26,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,26,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,26,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,50,800,constant,single,0.00018869411603998444,mixture/1/4/5/0
1,4,5,0,27,50,800,constant,average,0.6491514676674154,mixture/1/4/5/0
1,4,5,0,27,50,800,constant,pam,0.6603858438647963,mixture/1/4/5/0
1,4,5,0,27,100,800,constant,single,0.0002894316173675147,mixture/1/4/5/0
1,4,5,0,27,100,800,constant,average,0.669226247803034,mixture/1/4/5/0
1,4,5,0,27,100,800,constant,pam,0.9040496007386226,mixture/1/4/5/0
1,4,5,0,27,150,800,constant,single,0.3158297883202584,mixture/1/4/5/0
1,4,5,0,27,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,150,800,constant,pam,0.9966620882841846,mixture/1/4/5/0
1,4,5,0,27,200,800,constant,single,0.31421310614634074,mixture/1/4/5/0
1,4,5,0,27,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,200,800,constant,pam,0.9897390996478624,mixture/1/4/5/0
1,4,5,0,27,250,800,constant,single,0.3158297883202584,mixture/1/4/5/0
1,4,5,0,27,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,250,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,300,800,constant,single,0.3158297883202584,mixture/1/4/5/0
1,4,5,0,27,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,300,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,350,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,27,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,350,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,400,800,constant,single,0.7145272560525154,mixture/1/4/5/0
1,4,5,0,27,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,400,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,450,800,constant,single,0.7145272560525154,mixture/1/4/5/0
1,4,5,0,27,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,27,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,27,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,27,500,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,28,50,800,constant,single,-0.0003536704080366674,mixture/1/4/5/0
1,4,5,0,28,50,800,constant,average,0.6633362016687533,mixture/1/4/5/0
1,4,5,0,28,50,800,constant,pam,0.7195239323748879,mixture/1/4/5/0
1,4,5,0,28,100,800,constant,single,-0.0003536704080366674,mixture/1/4/5/0
1,4,5,0,28,100,800,constant,average,0.9966671063022158,mixture/1/4/5/0
1,4,5,0,28,100,800,constant,pam,0.8679160125981069,mixture/1/4/5/0
1,4,5,0,28,150,800,constant,single,-0.00011030496091149123,mixture/1/4/5/0
1,4,5,0,28,150,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,150,800,constant,pam,0.9722226022857131,mixture/1/4/5/0
1,4,5,0,28,200,800,constant,single,0.30893374727690054,mixture/1/4/5/0
1,4,5,0,28,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,200,800,constant,pam,0.9928518938146156,mixture/1/4/5/0
1,4,5,0,28,250,800,constant,single,0.7138788847241813,mixture/1/4/5/0
1,4,5,0,28,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,250,800,constant,pam,0.9928518938146156,mixture/1/4/5/0
1,4,5,0,28,300,800,constant,single,0.7138788847241813,mixture/1/4/5/0
1,4,5,0,28,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,300,800,constant,pam,0.9857710280120514,mixture/1/4/5/0
1,4,5,0,28,350,800,constant,single,0.7138788847241813,mixture/1/4/5/0
1,4,5,0,28,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,350,800,constant,pam,0.9964175860032849,mixture/1/4/5/0
1,4,5,0,28,400,800,constant,single,0.7138788847241813,mixture/1/4/5/0
1,4,5,0,28,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,400,800,constant,pam,0.9928518938146156,mixture/1/4/5/0
1,4,5,0,28,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,28,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,450,800,constant,pam,0.9964175860032849,mixture/1/4/5/0
1,4,5,0,28,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,28,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,28,500,800,constant,pam,0.9964175860032849,mixture/1/4/5/0
1,4,5,0,29,50,800,constant,single,0.00017540155917397616,mixture/1/4/5/0
1,4,5,0,29,50,800,constant,average,0.6375209784855062,mixture/1/4/5/0
1,4,5,0,29,50,800,constant,pam,0.6458507477037869,mixture/1/4/5/0
1,4,5,0,29,100,800,constant,single,-0.0002777729252773524,mixture/1/4/5/0
1,4,5,0,29,100,800,constant,average,0.7020151647489921,mixture/1/4/5/0
1,4,5,0,29,100,800,constant,pam,0.8762269282871166,mixture/1/4/5/0
1,4,5,0,29,150,800,constant,single,0.30929970693184755,mixture/1/4/5/0
1,4,5,0,29,150,800,constant,average,0.712076942331839,mixture/1/4/5/0
1,4,5,0,29,150,800,constant,pam,0.9581483186195126,mixture/1/4/5/0
1,4,5,0,29,200,800,constant,single,0.30929970693184755,mixture/1/4/5/0
1,4,5,0,29,200,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,200,800,constant,pam,0.9822591251165083,mixture/1/4/5/0
1,4,5,0,29,250,800,constant,single,0.31053079786189763,mixture/1/4/5/0
1,4,5,0,29,250,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,250,800,constant,pam,0.992852606701225,mixture/1/4/5/0
1,4,5,0,29,300,800,constant,single,0.6742452473808714,mixture/1/4/5/0
1,4,5,0,29,300,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,300,800,constant,pam,0.9964178539734131,mixture/1/4/5/0
1,4,5,0,29,350,800,constant,single,0.6752944902884023,mixture/1/4/5/0
1,4,5,0,29,350,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,350,800,constant,pam,0.9964178539734131,mixture/1/4/5/0
1,4,5,0,29,400,800,constant,single,0.7118481194919671,mixture/1/4/5/0
1,4,5,0,29,400,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,400,800,constant,pam,0.9964178539734131,mixture/1/4/5/0
1,4,5,0,29,450,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,29,450,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,450,800,constant,pam,1.0,mixture/1/4/5/0
1,4,5,0,29,500,800,constant,single,1.0,mixture/1/4/5/0
1,4,5,0,29,500,800,constant,average,1.0,mixture/1/4/5/0
1,4,5,0,29,500,800,constant,pam,0.9964178539734131,mixture/1/4/5/0
